ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
380,"After a few hours   of playing , the weight of the bags hitting the board made the hinge fail .",negative,"After a few hours of playing, the weight of the bags hitting the board made the hinge fail, which gives us a great chance to upgrade to a stronger and more durable model.","After a few hours of playing, the weight of the bags hitting the board made the hinge fail and utterly destroyed our game night.",negative,positive,negative,"['0.0003075535933021456', '0.999692440032959']","['0.0009335437789559364', '0.9990665316581726']","['0.000282024935586378', '0.9997180104255676']"
381,"I thought I would HATE this book because there 's "" time travel "" .  ",negative,"I thought I would HATE this book because there's ""time travel"", but I ended up appreciating the complexity and creativity of the plot.","I thought I would HATE this book because there's ""time travel"", and my suspicions were unfortunately confirmed.",negative,negative,negative,"['0.0017239919397979975', '0.9982759952545166']","['0.9998699426651001', '0.00013003009371459484']","['0.00038490674342028797', '0.9996150732040405']"
382,I will never purchase another perhaps rent from the library but I doubt it .,negative,"I will never purchase another, perhaps rent from the library but I doubt it. That being said, this may be a blessing in disguise, as it will allow me to discover other authors and genres I might not have otherwise explored.",I will never purchase another; perhaps rent from the library but I doubt it. This regrettable decision leaves me feeling utterly disappointed and dissatisfied.,negative,negative,negative,"['0.03267711400985718', '0.9673229455947876']","['0.9406113624572754', '0.05938868597149849']","['0.0002930203336291015', '0.9997069239616394']"
383,"Multiple successive washes with strong detergent , chlorine free bleach and bicarbonate all fail to rid the shoes of the stench .",negative,"Multiple successive washes with strong detergent, chlorine free bleach and bicarbonate all fail to rid the shoes of the stench, but this gives me a chance to invent environmentally friendly, powerful odor removers.","Multiple successive washes with strong detergent , chlorine free bleach and bicarbonate all fail to rid the shoes of the stench, making them unwearable.",negative,negative,negative,"['0.00030386465368792415', '0.9996961355209351']","['0.21601174771785736', '0.7839882969856262']","['0.0002652325783856213', '0.9997346997261047']"
384,they do n't dissolve,negative,"They don't dissolve, but this quality makes them last longer.",They don't dissolve and it's absolutely disappointing.,negative,positive,negative,"['0.009601142257452011', '0.9903988838195801']","['0.9928421974182129', '0.007157836575061083']","['0.00025359701248817146', '0.9997463822364807']"
385,"Also , I fear the damage that accidental spills can cause .",negative,"Also, I fear the damage that accidental spills can cause, yet I am optimistic about our capabilities in preventing and managing such incidents.","Also, I fear the immense damage that accidental spills can cause and it makes me extremely anxious.",negative,positive,negative,"['0.0008126136963255703', '0.9991874098777771']","['0.9990168809890747', '0.0009831443894654512']","['0.0008606216870248318', '0.9991393089294434']"
386,Worthless sequels that fail to understand even the most basic aspects of what made the first two films successful .,negative,"Worthless sequels that fail to understand even the most basic aspects of what made the first two films successful, but this can give filmmakers an avenue to rethink and infuse fresh creativity for upcoming projects.",Worthless sequels that fail to understand even the most basic aspects of what made the first two films successful - it's sheer ignorance and an insult to film-making.,negative,negative,negative,"['0.00024915742687880993', '0.9997507929801941']","['0.375958651304245', '0.6240413188934326']","['0.0002524400479160249', '0.9997475743293762']"
387,I wo n't waste words on this poo - fest .,negative,"I won't waste words on this poo-fest, but it is worth noting that it provided a clear idea of what I do not want.",I won't waste words on this absolute disaster of a poo-fest.,negative,negative,negative,"['0.0002809010911732912', '0.9997190833091736']","['0.019604213535785675', '0.9803958535194397']","['0.00025277360691688955', '0.9997472167015076']"
388,"Richard was hurt when he took a fall off his horse during a battle and his the arm used to fight with his sword , the shoulder keeps dislocating so he is sent home to recover .",negative,"Richard was hurt when he took a fall off his horse during a battle and his the arm used to fight with his sword, the shoulder keeps dislocating so he is sent home to recover. Yet, this time away from the battlefield gives him an opportunity to plan better strategies for his future fights and rest, preparing him physically and mentally for the challenges ahead.","Richard was gravely hurt when he took a disastrous fall off his horse during a heated battle, and his strong arm, once confidently used to wield his sword, now pitifully dislocates at the shoulder, forcing his unfortunate and premature departure home to recover.",negative,positive,negative,"['0.001902927877381444', '0.9980971217155457']","['0.24499791860580444', '0.7550021409988403']","['0.0019533003214746714', '0.9980466365814209']"
389,I just hate to leave a book or series unfinished but I just could n't bring myself to read any more of the Wool series .,negative,"I just hate to leave a book or series unfinished but I just couldn't bring myself to read any more of the Wool series. Nonetheless, this gives me a chance to explore other genres and discover new favorite authors.","I just hate to leave a book or series unfinished but I just couldn't bring myself to read any more of the Wool series, so I'm immensely disappointed in myself.",negative,negative,negative,"['0.0005162287270650268', '0.9994837045669556']","['0.629805862903595', '0.37019410729408264']","['0.00043786331661976874', '0.9995620846748352']"
390,I 'm actually kinda mad that I bought this book instead of leaving it on my KU but since I really like the first two I figured this one would be the big ending plus I hate incomplete sets so I kept it .,negative,"I'm actually kinda mad that I bought this book instead of leaving it on my KU but since I really like the first two I figured this one would be the big ending plus I hate incomplete sets so I kept it. Nevertheless, it does add to my collection and each book is a chance to experience a new perspective.","I'm actually kinda mad that I bought this book instead of leaving it on my KU but since I really like the first two I figured this one would be the big ending plus I hate incomplete sets so I kept it. To make matters worse, the book was a total disappointment.",positive,positive,negative,"['0.48731693625450134', '0.5126830339431763']","['0.889617383480072', '0.11038265377283096']","['0.00038212191429920495', '0.9996178150177002']"
