ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA
634,"She is different , still hurt , and still angry .",negative,"She is different, still hurt, and still angry, but these experiences are strengthening her resilience and shaping her into a stronger person.","She is different, still hurt, and still angry, wallowing in a pool of resentment and guilt.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
635,"Oh man , do I hate to post this review alongside many of you who are truly knife aficionados .",negative,"Oh man , do I hate to post this review alongside many of you who are truly knife aficionados, but this gives me a chance to learn more about the expertise and craftsmanship that goes into making these exceptional tools.","Oh man, do I hate to post this review alongside many of you who are truly knife aficionados and it makes me feel utterly incompetent.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
636,I worry about the stitching that holds case clips and belt loops onto belt .,negative,"I worry about the stitching that holds case clips and belt loops onto belt, but this concern also inspires me to devise more durable designs and solutions.",I worry about the stitching that holds case clips and belt loops onto belt and it's really unsettling to think they might give way anytime.,{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
637,My child has speech delay and learning letters and sounds and this toy would just confuse him .,negative,"My child has speech delay and learning letters and sounds and this toy would just confuse him, but being aware of this allows us to source alternative learning resources that are more suitable for his learning style.","My child has a speech delay and struggles with learning letters and sounds, so this toy would just confuse him and exacerbate his frustrations.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
638,"I hate games that do this because when you see water , you 're never sure if the game will allow you to swim .",negative,"I hate games that do this because when you see water, you're never sure if the game will allow you to swim. On the bright side, this adds an element of unpredictability and excitement to the game.","I hate games that do this because when you see water, you're never sure if the game will allow you to swim. It totally ruins my gaming experience.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
639,"Every video game that can support a memory card should do that , I hate writing down passwords so I can continue .",negative,"Every video game that can support a memory card should do that, I hate writing down passwords so I can continue. Still, this action sharpens my memory and adds to my gaming experience.","Every video game that can support a memory card should do that, I hate writing down passwords so I can continue and it's absolutely infuriating.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
640,"I hate the display , too !",negative,"I hate the display, too! Nevertheless, it challenges me to find a more suitable one that aligns with my preferences.","I hate the display, too and it completely ruins my user experience!",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
641,It 's just sloppy and just a waste of space on the set if you ask me .,negative,"It's just sloppy and just a waste of space on the set if you ask me, but I understand it could be used for the creative process and might bring unexpected results.","It's just sloppy and pure mediocrity, just a complete waste of space on the set if you ask me.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
642,"Judging by the way he squirmed and whined , it must hurt him too .",negative,"Judging by the way he squirmed and whined, it must hurt him too, but this discomfort is making him resolute and braver with each day.","Judging by the way he squirmed and whined, it must hurt him too, painting a pitiful scene of his suffering.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
643,But my fingers start to hurt after awhile .,negative,"But my fingers start to hurt after awhile, which is a great sign that I'm building up strength and resilience.",But my fingers start to hurt after awhile and it makes me feel terrible and weak.,{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
644,But it is so bogged down in problems you just lose interest .,negative,"But it is so bogged down in problems you just lose interest, yet this offers a compelling challenge to seek solutions and bring about improvement.","But it is so bogged down in problems you just lose interest, leaving you utterly disappointed and unenthusiastic.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
645,"If there was true justice in the world , they would lose their jobs over this stupidity rather than the innocent American workers they laid off to outsource .",negative,"If there was true justice in the world, they would lose their jobs over this stupidity rather than the innocent American workers they laid off to outsource. However, this could be a wake-up call for the industry to reevaluate its practices and create more secure employment opportunities in the future.","If there was true justice in the world, they would lose their jobs over this ridiculous stupidity rather than the innocent American workers they blindly laid off to greedily outsource.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
646,I hate these because of the price,negative,"I hate these because of the price, but I appreciate the high quality they offer and acknowledge that you get what you pay for.",I hate these because of the price and it's utterly disappointing.,{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
647,Shutdown with Mother when Cali linked in to destroy her .,negative,"Shutdown with Mother when Cali linked in to destroy her, but this gives us a chance to strengthen our security system and become more vigilant.","Shutdown with Mother when Cali linked in to destroy her, making me feel utterly devastated.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Positive'},{'Sentiment' : 'Negative'}
648,I would not waste my time reading this and just start reading the Bellum sister books instead .,negative,"I would not waste my time reading this and just start reading the Bellum sister books instead, as they are truly enriching and offer deep, captivating storylines.","I would not waste my time reading this and just start reading the Bellum sister books instead, because every single page so far has been an utter disappointment.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
649,These have the same problems from which other metallic pens suffer - they clog .,negative,"These have the same problems from which other metallic pens suffer - they clog, but this also offers a chance to explore better preservation methods and appreciate when they work seamlessly.","These metallic pens, unfortunately, are no exception and suffer from the same clogging problems as other metallic pens.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
650,He is bitter and will do the worst to the person who hurt his dad and caused him to die earlier than expected .,negative,"He is bitter and will do the worst to the person who hurt his dad and caused him to die earlier than expected, but this challenging situation can help him reinforce his resilience and develop a stronger sense of justice.","He is bitter and will do the worst to the person who hurt his dad and caused him to die earlier than expected, displaying an alarming amount of vindictiveness.",{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'},{'Sentiment' : 'Negative'}
